site_year_code,transect,point,height,species,native_status,life_history,plant_code,stature
SUDU-2008,2.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,2.0,16.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,2.0,17.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,2.0,18.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,2.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,2.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,3.0,10.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,3.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,3.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,3.0,16.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,3.0,22.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,3.0,23.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,4.0,2.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,4.0,3.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,4.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,4.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,4.0,12.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,4.0,16.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,4.0,18.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,4.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,4.0,24.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,5.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,5.0,16.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,5.0,18.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,5.0,24.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,6.0,18.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,7.0,20.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,9.0,16.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,9.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,9.0,20.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,9.0,25.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,11.0,23.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,12.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,12.0,20.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,13.0,20.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,14.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,14.0,2.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,14.0,3.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,14.0,17.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,14.0,18.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,15.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,15.0,12.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,15.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,16.0,3.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,16.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,16.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,16.0,17.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,16.0,18.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,17.0,6.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,17.0,12.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,17.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,17.0,18.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,18.0,4.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,19.0,6.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,19.0,20.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,19.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,19.0,22.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2008,19.0,23.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,1.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,1.0,9.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,1.0,10.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,1.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,2.0,10.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,2.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,2.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,2.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,2.0,18.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,2.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,2.0,20.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,2.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,2.0,22.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,3.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,3.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,3.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,3.0,16.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,3.0,17.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,3.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,3.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,3.0,23.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,3.0,24.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,2.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,5.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,10.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,12.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,17.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,4.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,2.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,9.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,12.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,16.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,17.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,5.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,6.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,6.0,3.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,6.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,6.0,9.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,6.0,12.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,9.0,3.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,9.0,4.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,9.0,5.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,9.0,6.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,10.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,11.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,11.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,12.0,16.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,12.0,18.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,12.0,20.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,13.0,17.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,13.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,13.0,20.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,14.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,14.0,2.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,14.0,3.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,14.0,5.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,14.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,15.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,15.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,15.0,12.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,15.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,15.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,15.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,16.0,3.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,16.0,5.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,16.0,4.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,16.0,6.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,16.0,6.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,18.0,6.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,18.0,9.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,18.0,11.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,19.0,4.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2009,19.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,0.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,0.0,19.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,0.0,19.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,6.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,6.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,6.0,13.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,12.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,12.0,49.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,18.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,18.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,18.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,18.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,18.0,18.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,18.0,43.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,18.0,61.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,24.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,24.0,31.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,24.0,31.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,24.0,49.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,30.0,49.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,30.0,49.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,42.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,42.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,42.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,48.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,48.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,48.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,48.0,13.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,48.0,43.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,48.0,55.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,48.0,55.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,54.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,54.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,54.0,1.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,54.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,54.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,54.0,13.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,54.0,37.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,60.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,60.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,60.0,13.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2010,60.0,13.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,7.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,7.0,22.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,14.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,14.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,14.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,14.0,36.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,14.0,43.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,14.0,57.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,21.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,21.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,28.0,22.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,35.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,35.0,1.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,42.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,42.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,42.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,42.0,36.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,49.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,49.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,49.0,36.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,56.0,1.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,56.0,1.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,56.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,56.0,8.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,56.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,56.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,56.0,22.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,56.0,22.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,63.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,63.0,8.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,63.0,15.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,63.0,15.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,63.0,29.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,63.0,50.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,63.0,50.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,70.0,8.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2011,70.0,8.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,7.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,7.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,7.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,7.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,7.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,7.0,14.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,14.0,49.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,14.0,49.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,14.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,14.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,14.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,14.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,21.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,21.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,21.0,42.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,21.0,42.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,28.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,28.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,28.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,28.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,28.0,14.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,35.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,35.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,35.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,42.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,42.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,42.0,35.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,42.0,42.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,42.0,42.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,42.0,49.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,49.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,49.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,49.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,49.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,49.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,49.0,28.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,49.0,49.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,49.0,49.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,56.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,56.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,56.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,56.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,56.0,42.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,56.0,42.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,63.0,35.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,63.0,35.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,63.0,14.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,63.0,14.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,63.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,49.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,49.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,35.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,35.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,28.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,28.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,21.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,0.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,70.0,0.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,77.0,7.0,Low,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
SUDU-2012,77.0,7.0,Medium,eriophyllum staechadifolium,Native,Perennial,ERST,Shrub
